cycle,branch,expression,forecastdate,chamber_Dparty,chamber_Rparty,mean_seats_Dparty,mean_seats_Rparty,median_seats_Dparty,median_seats_Rparty,p90_seats_Dparty,p90_seats_Rparty,p10_seats_Dparty,p10_seats_Rparty,total_national_turnout,p90_total_national_turnout,p10_total_national_turnout,popvote_margin,p90_popvote_margin,p10_popvote_margin,simulations,timestamp
2022,Senate,_lite,6/11/22,.468025,.531975,49.20892,50.79108,49,51,54,55,45,46,7.52e+07,8.23e+07,6.82e+07,-1.756775,5.278986,-8.793692,40000,12:32:30 29 Jun 2022
2022,Senate,_lite,6/10/22,.46675,.53325,49.20005,50.79995,49,51,54,55,45,46,7.52e+07,8.22e+07,6.82e+07,-1.752876,5.289989,-8.80925,40000,12:31:52 29 Jun 2022
2022,Senate,_lite,6/9/22,.467175,.532825,49.18975,50.81025,49,51,54,55,45,46,7.52e+07,8.23e+07,6.82e+07,-1.8242,5.111841,-8.879622,40000,13:16:38 29 Jun 2022
2022,Senate,_lite,6/7/22,.47675,.52325,49.2948,50.7052,49,51,54,55,45,46,7.52e+07,8.23e+07,6.83e+07,-1.650486,5.426947,-8.768141,40000,12:50:50 29 Jun 2022
2022,Senate,_lite,6/6/22,.4777,.5223,49.31787,50.68213,49,51,54,55,45,46,7.53e+07,8.24e+07,6.84e+07,-1.637833,5.389006,-8.6749,40000,12:49:58 29 Jun 2022
2022,Senate,_lite,6/5/22,.49025,.50975,49.42012,50.57988,49,51,54,55,45,46,7.53e+07,8.23e+07,6.82e+07,-1.466885,5.589991,-8.481773,40000,13:34:55 29 Jun 2022
2022,Senate,_lite,6/3/22,.49935,.50065,49.50397,50.49603,49,51,54,55,45,46,7.53e+07,8.24e+07,6.83e+07,-1.047646,6.139086,-8.127708,40000,13:08:55 29 Jun 2022
2022,Senate,_lite,6/2/22,.499425,.500575,49.49795,50.50205,49,51,54,55,45,46,7.53e+07,8.24e+07,6.83e+07,-1.026939,6.060925,-8.167215,40000,13:07:40 29 Jun 2022
2022,Senate,_lite,6/1/22,.4971,.5029,49.48765,50.51235,49,51,54,55,45,46,7.53e+07,8.23e+07,6.83e+07,-.9799767,6.116716,-8.091766,40000,13:53:05 29 Jun 2022
2022,Senate,_deluxe,11/8/22,.414825,.585175,49.11835,50.88165,49,51,52,54,46,48,7.83e+07,8.54e+07,7.13e+07,.0924835,4.389484,-4.278414,40000,00:12:39  8 Nov 2022
2022,Senate,_deluxe,11/7/22,.414,.586,49.11675,50.88325,49,51,52,54,46,48,7.83e+07,8.54e+07,7.14e+07,.0900078,4.462748,-4.326406,40000,23:04:54  7 Nov 2022
2022,Senate,_deluxe,11/6/22,.4577,.5423,49.32322,50.67678,49,51,52,54,46,48,7.80e+07,8.52e+07,7.11e+07,.4343185,4.893263,-4.017996,40000,20:35:27  6 Nov 2022
2022,Senate,_deluxe,11/5/22,.45035,.54965,49.26793,50.73207,49,51,52,54,46,48,7.80e+07,8.52e+07,7.10e+07,.2622604,4.736042,-4.328756,40000,20:36:24  5 Nov 2022
2022,Senate,_deluxe,11/4/22,.4483,.5517,49.26505,50.73495,49,51,52,54,46,48,7.80e+07,8.51e+07,7.11e+07,.2682953,4.810631,-4.348486,40000,21:58:23  4 Nov 2022
2022,Senate,_deluxe,11/3/22,.453675,.546325,49.3011,50.6989,49,51,52,54,46,48,7.80e+07,8.51e+07,7.10e+07,.2647896,4.825949,-4.350193,40000,20:34:15  3 Nov 2022
2022,Senate,_deluxe,11/2/22,.468225,.531775,49.3818,50.6182,49,51,53,54,46,47,7.80e+07,8.50e+07,7.10e+07,.3526726,4.982332,-4.383995,40000,20:55:27  2 Nov 2022
2022,Senate,_deluxe,11/1/22,.487875,.512125,49.48655,50.51342,49,51,53,54,46,47,7.75e+07,8.46e+07,7.05e+07,.4487839,5.14694,-4.237026,40000,21:17:26  1 Nov 2022
2022,Senate,_deluxe,10/31/22,.498125,.501875,49.54802,50.45198,49,51,53,54,46,47,7.72e+07,8.44e+07,7.02e+07,.5414429,5.199078,-4.236742,40000,22:22:24 31 Oct 2022
2022,Senate,_deluxe,10/30/22,.515125,.484875,49.63533,50.36467,50,50,53,53,47,47,7.72e+07,8.42e+07,7.02e+07,.5617027,5.298378,-4.239412,40000,20:11:38 30 Oct 2022
2022,Senate,_deluxe,10/29/22,.5255,.4745,49.6973,50.30267,50,50,53,53,47,47,7.72e+07,8.43e+07,7.03e+07,.6359596,5.442362,-4.169008,40000,20:35:44 29 Oct 2022
2022,Senate,_deluxe,10/28/22,.5194,.4806,49.68353,50.31647,50,50,53,53,47,47,7.72e+07,8.42e+07,7.03e+07,.6124916,5.493305,-4.211651,40000,21:04:47 28 Oct 2022
2022,Senate,_deluxe,10/27/22,.521225,.478775,49.69173,50.30827,50,50,53,53,47,47,7.72e+07,8.44e+07,7.02e+07,.6450081,5.469219,-4.245722,40000,20:44:28 27 Oct 2022
2022,Senate,_deluxe,10/26/22,.54465,.45535,49.79277,50.20723,50,50,53,53,47,47,7.72e+07,8.43e+07,7.03e+07,.7492981,5.593588,-4.171734,40000,20:33:17 26 Oct 2022
2022,Senate,_deluxe,10/25/22,.54565,.45435,49.79675,50.20325,50,50,53,53,47,47,7.95e+07,8.66e+07,7.25e+07,.7761841,5.691685,-4.13549,40000,20:11:20 25 Oct 2022
2022,Senate,_deluxe,10/24/22,.547825,.452175,49.83273,50.16727,50,50,53,53,47,47,7.95e+07,8.67e+07,7.24e+07,.8174057,5.749144,-4.108133,40000,21:34:23 24 Oct 2022
2022,Senate,_deluxe,10/23/22,.550925,.449075,49.85305,50.14695,50,50,53,53,47,47,7.95e+07,8.66e+07,7.25e+07,.8504257,5.763374,-4.119802,40000,20:59:20 23 Oct 2022
2022,Senate,_deluxe,10/22/22,.5451,.4549,49.81745,50.18255,50,50,53,53,47,47,7.95e+07,8.67e+07,7.24e+07,.8244095,5.786572,-4.210052,40000,20:43:30 22 Oct 2022
2022,Senate,_deluxe,10/21/22,.565125,.434875,49.92033,50.07967,50,50,53,53,47,47,7.95e+07,8.66e+07,7.24e+07,.8995018,5.961222,-4.133865,40000,20:11:14 21 Oct 2022
2022,Senate,_deluxe,10/20/22,.58995,.41005,50.06942,49.93058,50,50,53,53,47,47,7.95e+07,8.66e+07,7.24e+07,1.179096,6.231892,-3.880848,40000,18:39:19 20 Oct 2022
2022,Senate,_deluxe,10/19/22,.613675,.386325,50.18962,49.81035,50,50,53,53,47,47,7.95e+07,8.66e+07,7.25e+07,1.33456,6.38797,-3.772346,40000,20:35:13 19 Oct 2022
2022,Senate,_deluxe,10/18/22,.626975,.373025,50.29982,49.70018,50,50,53,53,47,47,7.96e+07,8.67e+07,7.25e+07,1.589104,6.669537,-3.520037,40000,20:30:55 18 Oct 2022
2022,Senate,_deluxe,10/17/22,.642175,.357825,50.3882,49.6118,50,50,54,53,47,46,7.96e+07,8.67e+07,7.26e+07,1.917961,7.051771,-3.24371,40000,21:23:07 17 Oct 2022
2022,Senate,_deluxe,10/16/22,.6558,.3442,50.4662,49.5338,50,50,54,53,47,46,7.96e+07,8.68e+07,7.25e+07,2.139793,7.283712,-3.069098,40000,20:11:18 16 Oct 2022
2022,Senate,_deluxe,10/15/22,.6522,.3478,50.44753,49.55247,50,50,54,53,47,46,7.96e+07,8.67e+07,7.26e+07,2.133381,7.231565,-3.10638,40000,20:11:18 15 Oct 2022
2022,Senate,_deluxe,10/14/22,.654,.346,50.46482,49.53518,50,50,54,53,47,46,7.96e+07,8.67e+07,7.26e+07,2.156902,7.316208,-3.078331,40000,20:11:32 14 Oct 2022
2022,Senate,_deluxe,10/13/22,.66395,.33605,50.53333,49.46667,51,49,54,53,47,46,7.96e+07,8.67e+07,7.26e+07,2.322449,7.557428,-2.912327,40000,20:11:05 13 Oct 2022
2022,Senate,_deluxe,10/12/22,.65465,.34535,50.46682,49.53318,50,50,54,53,47,46,7.96e+07,8.67e+07,7.26e+07,2.317287,7.462446,-2.958464,40000,20:11:05 12 Oct 2022
2022,Senate,_deluxe,10/11/22,.6625,.3375,50.5191,49.4809,51,49,54,53,47,46,7.90e+07,8.61e+07,7.19e+07,2.327824,7.574619,-2.970617,40000,20:29:24 11 Oct 2022
2022,Senate,_deluxe,10/10/22,.666075,.333925,50.55553,49.44447,51,49,54,53,47,46,7.90e+07,8.61e+07,7.19e+07,2.912304,8.20916,-2.413322,40000,20:58:09 10 Oct 2022
2022,Senate,_deluxe,10/9/22,.673825,.326175,50.58323,49.41677,51,49,54,53,47,46,7.90e+07,8.61e+07,7.19e+07,2.952908,8.208532,-2.37678,40000,20:11:06  9 Oct 2022
2022,Senate,_deluxe,10/8/22,.667425,.332575,50.57737,49.42263,51,49,54,53,47,46,7.90e+07,8.62e+07,7.19e+07,2.900364,8.291727,-2.454588,40000,20:28:34  8 Oct 2022
2022,Senate,_deluxe,10/7/22,.6652,.3348,50.52713,49.47287,51,49,54,53,47,46,7.90e+07,8.60e+07,7.19e+07,2.82481,8.172735,-2.539068,40000,21:19:06  7 Oct 2022
2022,Senate,_deluxe,10/6/22,.670625,.329375,50.5822,49.4178,51,49,54,53,47,46,7.90e+07,8.60e+07,7.19e+07,2.910973,8.317886,-2.413332,40000,20:11:29  6 Oct 2022
2022,Senate,_deluxe,10/5/22,.67145,.32855,50.59322,49.40678,51,49,54,53,47,46,7.90e+07,8.61e+07,7.20e+07,2.992565,8.364445,-2.438841,40000,22:37:54  5 Oct 2022
2022,Senate,_deluxe,10/4/22,.6583,.3417,50.53347,49.46653,51,49,54,53,47,46,7.72e+07,8.42e+07,7.02e+07,2.968441,8.327389,-2.475698,40000,20:44:12  4 Oct 2022
2022,Senate,_deluxe,10/3/22,.66995,.33005,50.58935,49.41063,51,49,54,53,47,46,7.72e+07,8.42e+07,7.01e+07,3.030396,8.429449,-2.476038,40000,20:57:49  3 Oct 2022
2022,Senate,_deluxe,10/2/22,.6848,.3152,50.6815,49.3185,51,49,54,52,48,46,7.72e+07,8.42e+07,7.02e+07,3.141064,8.571789,-2.296564,40000,20:11:21  2 Oct 2022
2022,Senate,_deluxe,10/1/22,.682325,.317675,50.66898,49.33102,51,49,54,53,47,46,7.72e+07,8.43e+07,7.01e+07,3.079742,8.539118,-2.386786,40000,20:11:17  1 Oct 2022
2022,Senate,_deluxe,9/30/22,.68395,.31605,50.65448,49.34552,51,49,54,53,47,46,7.72e+07,8.42e+07,7.02e+07,3.076149,8.481825,-2.447388,40000,20:31:09 30 Sep 2022
2022,Senate,_deluxe,9/29/22,.6846,.3154,50.6943,49.3057,51,49,54,52,48,46,7.72e+07,8.42e+07,7.03e+07,3.039574,8.583826,-2.441175,40000,20:11:11 29 Sep 2022
2022,Senate,_deluxe,9/28/22,.694175,.305825,50.73252,49.26748,51,49,54,52,48,46,7.72e+07,8.42e+07,7.02e+07,3.127831,8.597071,-2.441532,40000,20:52:34 28 Sep 2022
2022,Senate,_deluxe,9/27/22,.6837,.3163,50.68602,49.31398,51,49,54,52,48,46,7.54e+07,8.25e+07,6.82e+07,3.006157,8.496281,-2.523129,40000,20:34:09 27 Sep 2022
2022,Senate,_deluxe,9/26/22,.68185,.31815,50.6961,49.30387,51,49,54,53,47,46,7.54e+07,8.24e+07,6.83e+07,2.999519,8.559578,-2.60125,40000,20:56:59 26 Sep 2022
2022,Senate,_deluxe,9/25/22,.695,.305,50.73528,49.26472,51,49,54,52,48,46,7.54e+07,8.25e+07,6.84e+07,3.031586,8.582613,-2.529167,40000,20:29:37 25 Sep 2022
2022,Senate,_deluxe,9/24/22,.704775,.295225,50.80205,49.19795,51,49,54,52,48,46,7.54e+07,8.25e+07,6.84e+07,3.221268,8.753065,-2.296114,40000,20:11:09 24 Sep 2022
2022,Senate,_deluxe,9/23/22,.7017,.2983,50.78395,49.21605,51,49,54,52,48,46,7.54e+07,8.25e+07,6.84e+07,3.246994,8.762724,-2.358532,40000,19:34:04 23 Sep 2022
2022,Senate,_deluxe,9/22/22,.7042,.2958,50.80275,49.19725,51,49,54,52,48,46,7.54e+07,8.23e+07,6.83e+07,3.219719,8.854319,-2.43409,40000,21:10:49 22 Sep 2022
2022,Senate,_deluxe,9/21/22,.702375,.297625,50.77818,49.22182,51,49,54,52,48,46,7.54e+07,8.24e+07,6.85e+07,3.054955,8.674343,-2.586039,40000,21:10:54 21 Sep 2022
2022,Senate,_deluxe,9/20/22,.707825,.292175,50.8244,49.1756,51,49,54,52,48,46,7.53e+07,8.22e+07,6.82e+07,3.112358,8.761446,-2.510279,40000,20:13:53 20 Sep 2022
2022,Senate,_deluxe,9/19/22,.713325,.286675,50.8519,49.1481,51,49,54,52,48,46,7.53e+07,8.23e+07,6.82e+07,3.1133,8.735687,-2.568827,40000,21:41:21 19 Sep 2022
2022,Senate,_deluxe,9/18/22,.710075,.289925,50.82473,49.17527,51,49,54,52,48,46,7.53e+07,8.23e+07,6.82e+07,3.205601,8.809612,-2.529123,40000,20:13:36 18 Sep 2022
2022,Senate,_deluxe,9/17/22,.714125,.285875,50.8708,49.1292,51,49,54,52,48,46,7.53e+07,8.22e+07,6.82e+07,3.126759,8.810173,-2.634398,40000,20:13:32 17 Sep 2022
2022,Senate,_deluxe,9/16/22,.711575,.288425,50.85495,49.14505,51,49,54,52,48,46,7.53e+07,8.22e+07,6.83e+07,3.115971,8.871838,-2.633284,40000,20:46:39 16 Sep 2022
2022,Senate,_deluxe,9/15/22,.705725,.294275,50.81427,49.18573,51,49,54,52,48,46,7.53e+07,8.23e+07,6.83e+07,3.08757,8.800268,-2.59992,40000,20:12:49 15 Sep 2022
2022,Senate,_deluxe,9/14/22,.7122,.2878,50.88185,49.11815,51,49,54,52,48,46,7.53e+07,8.22e+07,6.82e+07,3.135963,8.924114,-2.558407,40000,20:50:01 14 Sep 2022
2022,Senate,_deluxe,9/13/22,.7056,.2944,50.81905,49.18095,51,49,54,53,47,46,7.53e+07,8.24e+07,6.83e+07,2.933868,8.638227,-2.86051,40000,21:16:09 13 Sep 2022
2022,Senate,_deluxe,9/12/22,.688675,.311325,50.71605,49.28395,51,49,54,53,47,46,7.53e+07,8.23e+07,6.82e+07,2.668182,8.396854,-3.148317,40000,21:19:39 12 Sep 2022
2022,Senate,_deluxe,9/11/22,.68765,.31235,50.72403,49.27597,51,49,54,53,47,46,7.53e+07,8.24e+07,6.83e+07,2.635426,8.388411,-3.114534,40000,20:12:14 11 Sep 2022
2022,Senate,_deluxe,9/10/22,.6856,.3144,50.71885,49.28115,51,49,54,53,47,46,7.53e+07,8.23e+07,6.83e+07,2.622375,8.39259,-3.192507,40000,20:11:55 10 Sep 2022
2022,Senate,_deluxe,9/9/22,.686975,.313025,50.71725,49.28275,51,49,54,53,47,46,7.53e+07,8.23e+07,6.83e+07,2.608715,8.369928,-3.176283,40000,20:12:16  9 Sep 2022
2022,Senate,_deluxe,9/8/22,.6964,.3036,50.76463,49.23537,51,49,54,53,47,46,7.53e+07,8.23e+07,6.83e+07,2.625679,8.444843,-3.210093,40000,20:11:52  8 Sep 2022
2022,Senate,_deluxe,9/7/22,.696825,.303175,50.75775,49.24225,51,49,54,53,47,46,7.53e+07,8.23e+07,6.82e+07,2.586597,8.397221,-3.156872,40000,20:11:39  7 Sep 2022
2022,Senate,_deluxe,9/6/22,.692925,.307075,50.7275,49.2725,51,49,54,53,47,46,7.52e+07,8.24e+07,6.83e+07,2.552784,8.413126,-3.294163,40000,20:34:12  6 Sep 2022
2022,Senate,_deluxe,9/5/22,.6874,.3126,50.6731,49.3269,51,49,54,53,47,46,7.52e+07,8.22e+07,6.82e+07,2.389133,8.177071,-3.452768,40000,20:12:34  5 Sep 2022
2022,Senate,_deluxe,9/4/22,.68065,.31935,50.66295,49.33705,51,49,54,53,47,46,7.52e+07,8.22e+07,6.82e+07,2.373062,8.2183,-3.490555,40000,20:11:35  4 Sep 2022
2022,Senate,_deluxe,9/3/22,.680225,.319775,50.66682,49.33318,51,49,54,53,47,46,7.52e+07,8.23e+07,6.81e+07,2.360996,8.200167,-3.490791,40000,20:12:01  3 Sep 2022
2022,Senate,_deluxe,9/2/22,.67995,.32005,50.65662,49.34338,51,49,54,53,47,46,7.52e+07,8.22e+07,6.82e+07,2.349079,8.260357,-3.588644,40000,20:12:01  2 Sep 2022
2022,Senate,_deluxe,9/1/22,.684075,.315925,50.66072,49.33928,51,49,54,53,47,46,7.52e+07,8.23e+07,6.82e+07,2.367954,8.344984,-3.527834,40000,21:03:10  1 Sep 2022
2022,Senate,_deluxe,8/31/22,.68485,.31515,50.6861,49.3139,51,49,54,53,47,46,7.52e+07,8.23e+07,6.80e+07,2.403351,8.220385,-3.485239,40000,20:33:38 31 Aug 2022
2022,Senate,_deluxe,8/30/22,.660325,.339675,50.53805,49.46195,51,49,54,53,47,46,7.52e+07,8.22e+07,6.81e+07,2.037457,7.889555,-3.88467,40000,21:45:07 30 Aug 2022
2022,Senate,_deluxe,8/29/22,.667125,.332875,50.57507,49.42493,51,49,54,53,47,46,7.52e+07,8.22e+07,6.82e+07,1.983036,8.011887,-4.008642,40000,20:46:58 29 Aug 2022
2022,Senate,_deluxe,8/28/22,.6546,.3454,50.5041,49.4959,51,49,54,53,47,46,7.52e+07,8.22e+07,6.82e+07,1.943974,7.894299,-4.027391,40000,20:13:50 28 Aug 2022
2022,Senate,_deluxe,8/27/22,.65075,.34925,50.48955,49.51045,51,49,54,53,47,46,7.52e+07,8.23e+07,6.81e+07,1.992985,7.935818,-4.061069,40000,20:43:49 27 Aug 2022
2022,Senate,_deluxe,8/26/22,.650325,.349675,50.4659,49.5341,51,49,54,53,47,46,7.52e+07,8.22e+07,6.81e+07,1.969513,7.86359,-4.077845,40000,21:11:14 26 Aug 2022
2022,Senate,_deluxe,8/25/22,.649675,.350325,50.45842,49.54158,51,49,54,53,47,46,7.52e+07,8.22e+07,6.82e+07,1.894684,7.752451,-4.140255,40000,20:16:57 25 Aug 2022
2022,Senate,_deluxe,8/24/22,.6368,.3632,50.39618,49.60382,50,50,54,53,47,46,7.52e+07,8.22e+07,6.81e+07,1.738922,7.81081,-4.341021,40000,20:38:51 24 Aug 2022
2022,Senate,_deluxe,8/23/22,.63445,.36555,50.3561,49.6439,50,50,54,53,47,46,7.50e+07,8.21e+07,6.80e+07,1.622295,7.705574,-4.320839,40000,21:24:37 23 Aug 2022
2022,Senate,_deluxe,8/22/22,.630675,.369325,50.33515,49.66485,50,50,54,53,47,46,7.50e+07,8.21e+07,6.81e+07,1.659763,7.614744,-4.396166,40000,20:34:07 22 Aug 2022
2022,Senate,_deluxe,8/21/22,.63185,.36815,50.34452,49.65548,50,50,54,53,47,46,7.50e+07,8.20e+07,6.81e+07,1.69619,7.694931,-4.418184,40000,20:11:32 21 Aug 2022
2022,Senate,_deluxe,8/20/22,.6327,.3673,50.3484,49.6516,50,50,54,53,47,46,7.50e+07,8.20e+07,6.80e+07,1.732944,7.760153,-4.307825,40000,20:11:50 20 Aug 2022
2022,Senate,_deluxe,8/19/22,.62835,.371625,50.3409,49.65908,50,50,54,53,47,46,7.50e+07,8.22e+07,6.80e+07,1.718037,7.751299,-4.355087,40000,21:33:49 19 Aug 2022
2022,Senate,_deluxe,8/18/22,.63015,.36985,50.3431,49.6569,50,50,54,53,47,46,7.50e+07,8.21e+07,6.80e+07,1.695843,7.739834,-4.410185,40000,21:32:44 18 Aug 2022
2022,Senate,_deluxe,8/17/22,.627075,.372925,50.3266,49.6734,50,50,54,53,47,46,7.50e+07,8.21e+07,6.80e+07,1.66349,7.689854,-4.38616,40000,20:11:49 17 Aug 2022
2022,Senate,_deluxe,8/16/22,.617525,.382475,50.26935,49.73065,50,50,54,53,47,46,7.45e+07,8.16e+07,6.75e+07,1.556767,7.616632,-4.557713,40000,20:44:33 16 Aug 2022
2022,Senate,_deluxe,8/15/22,.6145,.3855,50.21482,49.78518,50,50,53,53,47,47,7.45e+07,8.16e+07,6.75e+07,1.321564,7.429611,-4.754284,40000,20:43:46 15 Aug 2022
2022,Senate,_deluxe,8/14/22,.61365,.38635,50.2165,49.7835,50,50,53,53,47,47,7.45e+07,8.16e+07,6.76e+07,1.306713,7.455109,-4.831596,40000,20:11:55 14 Aug 2022
2022,Senate,_deluxe,8/13/22,.6106,.3894,50.19205,49.80795,50,50,53,53,47,47,7.45e+07,8.16e+07,6.75e+07,1.292534,7.301096,-4.828091,40000,20:11:55 13 Aug 2022
2022,Senate,_deluxe,8/12/22,.60725,.39275,50.18365,49.81635,50,50,53,53,47,47,7.45e+07,8.15e+07,6.76e+07,1.278069,7.467241,-4.883865,40000,20:11:42 12 Aug 2022
2022,Senate,_deluxe,8/11/22,.60305,.39695,50.15918,49.84082,50,50,53,53,47,47,7.45e+07,8.16e+07,6.75e+07,1.218296,7.367054,-4.992891,40000,21:14:54 11 Aug 2022
2022,Senate,_deluxe,8/10/22,.597825,.402175,50.12368,49.87632,50,50,53,53,47,47,7.45e+07,8.16e+07,6.75e+07,1.193874,7.354197,-5.134054,40000,22:04:32 10 Aug 2022
2022,Senate,_deluxe,8/9/22,.59745,.40255,50.10567,49.8943,50,50,53,53,47,47,7.43e+07,8.14e+07,6.72e+07,1.1287,7.288437,-5.07765,40000,20:11:26  9 Aug 2022
2022,Senate,_deluxe,8/8/22,.588675,.411325,50.07552,49.92448,50,50,53,53,47,47,7.43e+07,8.13e+07,6.72e+07,1.13715,7.250822,-5.086487,40000,20:53:53  8 Aug 2022
2022,Senate,_deluxe,8/7/22,.58565,.41435,50.03617,49.96383,50,50,53,53,47,47,7.43e+07,8.14e+07,6.72e+07,1.054928,7.179552,-5.18544,40000,20:11:27  7 Aug 2022
2022,Senate,_deluxe,8/6/22,.5891,.4109,50.05685,49.94315,50,50,53,53,47,47,7.43e+07,8.14e+07,6.73e+07,1.044357,7.191202,-5.162569,40000,20:11:29  6 Aug 2022
2022,Senate,_deluxe,8/5/22,.58665,.41335,50.05447,49.94553,50,50,53,53,47,47,7.43e+07,8.13e+07,6.72e+07,1.029442,7.261196,-5.201113,40000,20:11:33  5 Aug 2022
2022,Senate,_deluxe,8/4/22,.5831,.4169,50.01783,49.98217,50,50,53,53,47,47,7.43e+07,8.12e+07,6.72e+07,.9511566,7.161476,-5.2838,40000,20:53:28  4 Aug 2022
2022,Senate,_deluxe,8/3/22,.573325,.426675,49.98323,50.01677,50,50,53,53,47,47,7.43e+07,8.13e+07,6.72e+07,.8906097,7.156822,-5.31625,40000,20:52:45  3 Aug 2022
2022,Senate,_deluxe,8/2/22,.567725,.432275,49.93592,50.06408,50,50,53,53,47,47,7.45e+07,8.14e+07,6.75e+07,.821846,7.090462,-5.421444,40000,20:53:27  2 Aug 2022
2022,Senate,_deluxe,8/1/22,.559875,.4401,49.89537,50.10458,50,50,53,54,46,47,7.45e+07,8.14e+07,6.74e+07,.9866028,7.335835,-5.322655,40000,20:39:38  1 Aug 2022
2022,Senate,_deluxe,7/31/22,.558275,.441725,49.89872,50.10128,50,50,53,54,46,47,7.45e+07,8.15e+07,6.74e+07,.9419098,7.236303,-5.273134,40000,20:11:29 31 Jul 2022
2022,Senate,_deluxe,7/30/22,.5558,.4442,49.8708,50.1292,50,50,53,54,46,47,7.45e+07,8.16e+07,6.75e+07,.9644165,7.210466,-5.364454,40000,20:12:24 30 Jul 2022
2022,Senate,_deluxe,7/29/22,.56165,.43835,49.8971,50.1029,50,50,53,54,46,47,7.45e+07,8.15e+07,6.74e+07,.9526672,7.225065,-5.328243,40000,21:01:25 29 Jul 2022
2022,Senate,_deluxe,7/28/22,.5456,.4544,49.81688,50.18312,50,50,53,54,46,47,7.45e+07,8.16e+07,6.75e+07,.9369812,7.235632,-5.373358,40000,21:36:57 28 Jul 2022
2022,Senate,_deluxe,7/27/22,.521575,.478425,49.66782,50.33218,50,50,53,54,46,47,7.45e+07,8.15e+07,6.75e+07,.7172585,7.01432,-5.569595,40000,20:31:21 27 Jul 2022
2022,Senate,_deluxe,7/26/22,.50945,.49055,49.57375,50.42625,50,50,53,54,46,47,7.52e+07,8.23e+07,6.83e+07,.5918427,6.837143,-5.840284,40000,20:43:20 26 Jul 2022
2022,Senate,_deluxe,7/25/22,.492575,.507425,49.50048,50.49952,49,51,53,54,46,47,7.52e+07,8.24e+07,6.82e+07,.35532,6.608929,-6.006084,40000,21:00:44 25 Jul 2022
2022,Senate,_deluxe,7/24/22,.4947,.5053,49.50455,50.49545,49,51,53,54,46,47,7.52e+07,8.23e+07,6.81e+07,.3046761,6.614403,-6.022678,40000,20:10:58 24 Jul 2022
2022,Senate,_deluxe,7/23/22,.496275,.503725,49.5168,50.4832,49,51,53,54,46,47,7.52e+07,8.23e+07,6.83e+07,.3985291,6.784256,-5.923914,40000,20:10:44 23 Jul 2022
2022,Senate,_deluxe,7/22/22,.495175,.504825,49.51233,50.48765,49,51,53,54,46,47,7.52e+07,8.23e+07,6.82e+07,.3873405,6.683891,-6.01416,40000,21:13:18 22 Jul 2022
2022,Senate,_deluxe,7/21/22,.494825,.505175,49.50568,50.49432,49,51,53,54,46,47,7.52e+07,8.24e+07,6.82e+07,.2975883,6.708466,-6.044712,40000,20:11:00 21 Jul 2022
2022,Senate,_deluxe,7/20/22,.482425,.517575,49.4186,50.5814,49,51,53,54,46,47,7.52e+07,8.23e+07,6.82e+07,.0509644,6.410673,-6.387434,40000,20:50:08 20 Jul 2022
2022,Senate,_deluxe,7/19/22,.471575,.528425,49.36237,50.63763,49,51,53,54,46,47,7.56e+07,8.26e+07,6.85e+07,-.0900116,6.274155,-6.535351,40000,20:11:34 19 Jul 2022
2022,Senate,_deluxe,7/18/22,.468875,.531125,49.34938,50.65062,49,51,53,54,46,47,7.56e+07,8.26e+07,6.85e+07,-.124382,6.236586,-6.562784,40000,20:11:35 18 Jul 2022
2022,Senate,_deluxe,7/17/22,.468675,.531325,49.35418,50.64582,49,51,53,54,46,47,7.56e+07,8.27e+07,6.86e+07,-.1221237,6.271854,-6.54287,40000,20:10:28 17 Jul 2022
2022,Senate,_deluxe,7/16/22,.47035,.52965,49.35105,50.64895,49,51,53,54,46,47,7.56e+07,8.26e+07,6.86e+07,-.1310158,6.278545,-6.556356,40000,20:10:31 16 Jul 2022
2022,Senate,_deluxe,7/15/22,.477,.523,49.40052,50.59948,49,51,53,54,46,47,7.56e+07,8.27e+07,6.85e+07,-.1383743,6.31616,-6.497463,40000,20:10:41 15 Jul 2022
2022,Senate,_deluxe,7/14/22,.47,.53,49.34357,50.65643,49,51,53,54,46,47,7.56e+07,8.25e+07,6.86e+07,-.1763382,6.231009,-6.714031,40000,20:29:51 14 Jul 2022
2022,Senate,_deluxe,7/13/22,.458225,.541775,49.26622,50.73378,49,51,53,54,46,47,7.63e+07,8.34e+07,6.93e+07,-.3629951,6.107748,-6.870247,40000,22:14:55 13 Jul 2022
2022,Senate,_deluxe,7/12/22,.442425,.557575,49.15885,50.84115,49,51,53,54,46,47,7.66e+07,8.37e+07,6.96e+07,-.5698128,5.899422,-7.113178,40000,20:10:30 12 Jul 2022
2022,Senate,_deluxe,7/11/22,.45615,.54385,49.22738,50.77262,49,51,53,54,46,47,7.66e+07,8.37e+07,6.96e+07,-.4878693,6.079758,-6.995201,40000,20:11:01 11 Jul 2022
2022,Senate,_deluxe,7/10/22,.460575,.539425,49.24807,50.75193,49,51,53,54,46,47,7.66e+07,8.38e+07,6.96e+07,-.3409843,5.997099,-6.860811,40000,20:10:27 10 Jul 2022
2022,Senate,_deluxe,7/9/22,.46375,.53625,49.26785,50.73212,49,51,53,54,46,47,7.66e+07,8.38e+07,6.95e+07,-.3481789,6.084639,-6.800728,40000,20:10:36  9 Jul 2022
